Time [s],Channel 5
0.000000000,1
0.812206625,0
0.816629417,1
0.821038833,0
0.821621833,1
0.823195208,0
0.823752917,1
0.824273458,0
0.824856667,1
0.826428208,0
0.826987750,1
0.827506375,0
0.828091458,1
0.828584500,0
0.829169708,1
0.829662667,0
0.830247917,1
0.830740833,0
0.831326167,1
0.832895833,0
0.833452958,1
0.835051875,0
0.835634917,1
0.836130000,0
0.836687667,1
0.837208167,0
0.837791375,1
0.838286417,0
0.838844167,1
0.839364667,0
0.839947917,1
0.840441125,0
0.841000667,1
0.842597292,0
0.843157125,1
0.843675542,0
0.844235375,1
0.844753750,0
0.845309417,1
0.846908375,0
0.847491292,1
0.847986417,0
0.848569542,1
0.849064583,0
0.849677417,1
0.850142750,0
0.850725917,1
0.851220958,0
0.851804125,1
0.853375500,0
0.853964708,1
0.854453500,0
0.855013167,1
0.856609750,0
0.857194958,1
0.858766042,0
0.859325875,1
0.860920667,0
0.861507750,1
0.863076875,0
0.863659875,1
0.865233167,0
0.865816333,1
0.867388208,0
0.867972750,1
0.869544208,0
0.870108042,1
0.871700458,0
0.872256083,1
0.873855208,0
0.874412500,1
0.876011333,0
0.876594458,1
0.878167750,0
0.878750958,1
0.880324208,0
0.880907417,1
0.882478625,0
0.883038375,1
0.884634917,0
0.885190500,1
0.886789417,0
0.887347000,1
0.888945708,0
0.889503375,1
0.890023875,0
0.890581583,1
0.892178292,0
0.892763375,1
0.893256333,0
0.893816083,1
0.895412667,0
0.895968208,1
0.897567167,0
0.898154375,1
0.899723500,0
0.900310792,1
0.901879875,0
0.902437542,1
0.904036083,0
0.904619292,1
0.909792208,0
0.914216833,1
0.918625583,0
0.919183250,1
0.919703708,0
0.920286792,1
0.921859917,0
0.922443042,1
0.922938000,0
0.923521125,1
0.925092417,0
0.925677500,1
0.927248458,0
0.927833625,1
0.929403625,0
0.929964500,1
0.931559125,0
0.932116542,1
0.932637083,0
0.933220167,1
0.933715167,0
0.934298375,1
0.935869583,0
0.936429208,1
0.938025792,0
0.938585583,1
0.940182042,0
0.940767333,1
0.942336542,0
0.942894000,1
0.944492792,0
0.945075917,1
0.945570958,0
0.946128667,1
0.947725625,0
0.948310417,1
0.949881583,0
0.950466750,1
0.950959708,0
0.951519417,1
0.953114333,0
0.953671542,1
0.955270583,0
0.955857708,1
0.957426708,0
0.958009875,1
0.959582917,0
0.960166042,1
0.960661042,0
0.961218750,1
0.962815333,0
0.963400583,1
0.963893417,0
0.964478708,1
0.964970417,0
0.965556875,1
0.966047833,0
0.966635167,1
0.967126000,0
0.967683667,1
0.968204167,0
0.968791625,1
0.969282417,0
0.969865625,1
0.970358833,0
0.970947958,1
0.971436708,0
0.972021792,1
0.972514708,0
0.973099833,1
0.973592792,0
0.974177958,1
0.974670833,0
0.975226375,1
0.975749042,0
0.976334250,1
0.976827125,0
0.977412375,1
0.977903375,0
0.978465125,1
0.978981500,0
0.979568792,1
0.980059667,0
0.980647000,1
0.982216042,0
0.982799250,1
0.983292500,0
0.983877375,1
0.985448583,0
0.986033750,1
0.986526667,0
0.987111875,1
0.987604792,0
0.988190083,1
0.988683042,0
0.989238583,1
0.989761208,0
0.990346458,1
0.990839333,0
0.991424708,1
2.389333333,1
